Product Description,Frame,SHGC,U-VALUE
E RANGE Deep Aquamarine Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.56,5.01
E RANGE Cool Blue Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.66,5.01
E RANGE Deep Cool Blue Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.6,5.01
E RANGE Cool Bronze Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.57,5.01
E RANGE Deep Cool Bronze Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.46,5.01
E RANGE Cool Grey Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.55,5.01
E RANGE Deep Cool Grey Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.43,5.01
E RANGE Regal Blue Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.61,5.01
E RANGE Deep Regal Blue Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.51,5.01
E RANGE Serene Green Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.5,5.01
E RANGE Coolvue Clear Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.43,5.01
E RANGE Coolvue Regal Blue Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.35,5.01
E RANGE Coolvue Grey Low E LAMINATED SAFETY GLASS ,Primador 38 mm double glaze casement,0.3,5.01
E RANGE SOLARVUE Aquamarine HL ,Primador 38 mm double glaze casement,0.41,5.01
E RANGE SOLARVUE Aquamarine XHL ,Primador 38 mm double glaze casement,0.47,5.01
E RANGE SOLARVUE Blue HL ,Primador 38 mm double glaze casement,0.42,5.01
E RANGE SOLARVUE Blue XHL ,Primador 38 mm double glaze casement,0.47,5.01
E RANGE SOLARVUE Bronze HL ,Primador 38 mm double glaze casement,0.37,5.01
E RANGE SOLARVUE Bronze XHL ,Primador 38 mm double glaze casement,0.4,5.01
E RANGE SOLARVUE Grey HL ,Primador 38 mm double glaze casement,0.35,5.01
E RANGE SOLARVUE Grey XHL ,Primador 38 mm double glaze casement,0.4,5.01
E RANGE SOLARVUE Neutral HL ,Primador 38 mm double glaze casement,0.45,5.01
E RANGE SOLARVUE Neutral XHL ,Primador 38 mm double glaze casement,0.51,5.01
E RANGE SOLARVUE Neutral SHL ,Primador 38 mm double glaze casement,0.57,5.01
E RANGE SOLARVUE Neutral MHL ,Primador 38 mm double glaze casement,0.6,5.01
E RANGE SOLARVUE Regal Blue HL ,Primador 38 mm double glaze casement,0.4,5.01
E RANGE SOLARVUE Regal Blue XHL ,Primador 38 mm double glaze casement,0.45,5.01
E RANGE SOLARVUE Serene Green HL ,Primador 38 mm double glaze casement,0.37,5.01
E RANGE SOLARVUE Serene Green XHL ,Primador 38 mm double glaze casement,0.44,5.01
E RANGE SOLARVUE Serene Green SHL ,Primador 38 mm double glaze casement,0.46,5.01
E RANGE SOLARVUE Serene Green MHL ,Primador 38 mm double glaze casement,0.5,5.01
E RANGE SOLARSHIELD Aquamarine S10 ,Primador 38 mm double glaze casement,0.2,5.01
E RANGE SOLARSHIELD Aquamarine S20 ,Primador 38 mm double glaze casement,0.28,5.01
E RANGE SOLARSHIELD Aquamarine S30 ,Primador 38 mm double glaze casement,0.36,5.01
E RANGE SOLARSHIELD Blue S10 ,Primador 38 mm double glaze casement,0.2,5.01
E RANGE SOLARSHIELD Blue S20 ,Primador 38 mm double glaze casement,0.28,5.01
E RANGE SOLARSHIELD Blue S30 ,Primador 38 mm double glaze casement,0.36,5.01
E RANGE SOLARSHIELD Bronze S10 ,Primador 38 mm double glaze casement,0.21,5.01
E RANGE SOLARSHIELD Bronze S20 ,Primador 38 mm double glaze casement,0.26,5.01
E RANGE SOLARSHIELD Bronze S30 ,Primador 38 mm double glaze casement,0.33,5.01
E RANGE SOLARSHIELD Grey S10 ,Primador 38 mm double glaze casement,0.2,5.01
E RANGE SOLARSHIELD Grey S20 ,Primador 38 mm double glaze casement,0.26,5.01
E RANGE SOLARSHIELD Grey S30 ,Primador 38 mm double glaze casement,0.31,5.01
E RANGE SOLARSHIELD Regal Blue S10 ,Primador 38 mm double glaze casement,0.2,5.01
E RANGE SOLARSHIELD Regal Blue S20 ,Primador 38 mm double glaze casement,0.27,5.01
E RANGE SOLARSHIELD Regal Blue S30 ,Primador 38 mm double glaze casement,0.35,5.01
E RANGE SOLARSHIELD Silver S10 ,Primador 38 mm double glaze casement,0.18,5.01
E RANGE SOLARSHIELD Silver S20 ,Primador 38 mm double glaze casement,0.29,5.01
E RANGE SOLARSHIELD Silver S30 ,Primador 38 mm double glaze casement,0.37,5.01
E RANGE SOLARSHIELDSerene Green S10 ,Primador 38 mm double glaze casement,0.2,5.01
E RANGE SOLARSHIELDSerene Green S20 ,Primador 38 mm double glaze casement,0.26,5.01
E RANGE SOLARSHIELDSerene Green S30 ,Primador 38 mm double glaze casement,0.35,5.01
E RANGE ENER-G SMARTNeutral,Primador 38 mm double glaze casement,0.38,5.01
E RANGE ENER-G SMARTAquamarine,Primador 38 mm double glaze casement,0.35,5.01
E RANGE ENER-G SMARTBlue,Primador 38 mm double glaze casement,0.35,5.01
E RANGE ENER-G SMARTBronze,Primador 38 mm double glaze casement,0.3,5.01
E RANGE ENER-G SMARTGrey,Primador 38 mm double glaze casement,0.31,5.01
E RANGE ENER-G SMARTregal Blue,Primador 38 mm double glaze casement,0.33,5.01
E RANGE ENER-G SMARTSerene Green,Primador 38 mm double glaze casement,0.28,5.01
X2 RESIDENTIAL STANDARD,Primador 38 mm double glaze casement,0.51,4.15
X2 Intruderprufe & Intruderprufe Clear PVB,Primador 38 mm double glaze casement,0.66,4.46
X2 Aquamarine  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.59,4.46
X2 Deep Aquamarine ColourVue & ClearVue,Primador 38 mm double glaze casement,0.48,4.46
X2 Coolblue  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.59,4.46
X2 Deep Coolblue  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.57,4.46
X2 Coolbronze  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.5,4.46
X2 Deep Coolbronze  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.38,4.46
X2 Coolgrey  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.48,4.46
X2 Deep Coolgrey  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.37,4.46
X2 Coral Rose Red  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.59,4.46
X2 Deep Red  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.38,4.46
X2 Evening Shadow Black  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.5,4.46
X2 Regal Blue  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.55,4.46
X2 Deep Regal Blue  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.49,4.46
X2 Ruby Red  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.59,4.46
X2 Sahara Sun Yellow  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.59,4.46
X2 Sapphire Blue  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.54,4.46
X2 Shadowlight 50  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.51,4.46
X2 Shadowlight 25  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.37,4.46
X2 Shadowlight 10  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.24,4.46
X2 True Blue  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.42,4.46
X2 Serene Green  ColourVue & ClearVue,Primador 38 mm double glaze casement,0.48,4.46
X2 Deep Serene Green ColourVue & ClearVue,Primador 38 mm double glaze casement,0.39,4.46
X2 Clear CoolVue & ClearVue,Primador 38 mm double glaze casement,0.38,4.46
X2 Grey CoolVue & ClearVue,Primador 38 mm double glaze casement,0.26,4.46
X2 Regal Blue CoolVue & ClearVue,Primador 38 mm double glaze casement,0.3,4.46
X2 Serene Green CoolVue & ClearVue,Primador 38 mm double glaze casement,0.32,4.46
X2 Aquamarine HL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.35,4.46
X2 Aquamarine XHL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.41,4.46
X2 Blue HL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.36,4.46
X2 Blue XHL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.42,4.46
X2 Bronze HL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.31,4.46
X2 Bronze XHL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.35,4.46
X2 Grey HL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.3,4.46
X2 Grey XHL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.34,4.46
X2 Regal Blue HL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.35,4.46
X2 Regal Blue XHL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.4,4.46
X2 Neutral HL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.39,4.46
X2 Neutral XHL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.45,4.46
X2 Neutral SHL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.51,4.46
X2 Neutral MHL SolarVue & ClearVue,Primador 38 mm double glaze casement,0.55,4.46
X2 Serene Green HL Solarvue & Clearvue,Primador 38 mm double glaze casement,0.32,4.46
X2 Serene Green XHL Solarvue & Clearvue,Primador 38 mm double glaze casement,0.37,4.46
X2 Serene Green SHL Solarvue & Clearvue,Primador 38 mm double glaze casement,0.4,4.46
X2 Serene Green MHL Solarvue & Clearvue,Primador 38 mm double glaze casement,0.44,4.46
X2 Aquamarine S10 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.16,4.46
X2 Aquamarine S20 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.23,4.46
X2 Aquamarine S30 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.3,4.46
X2 Blue S10 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.16,4.46
X2 Blue S20 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.24,4.46
X2 Blue S30 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.31,4.46
X2 Bronze S10 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.16,4.46
X2 Bronze S20 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.22,4.46
X2 Bronze S30 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.27,4.46
X2 Grey S10 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.16,4.46
X2 Grey S20 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.21,4.46
X2 Grey S30 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.26,4.46
X2 Regal Blue S10 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.16,4.46
X2 Regal Blue S20 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.22,4.46
X2 Regal Blue S30 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.29,4.46
X2 Silver S10 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.15,4.46
X2 Silver S20 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.25,4.46
X2 Silver S30 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.32,4.46
X2 Serene Green S10 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.17,4.46
X2 Serene Green S20 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.23,4.46
X2 Serene Green S30 Solarshield & ClearVue,Primador 38 mm double glaze casement,0.29,4.46
X2 RESIDENTIAL PLUS,Primador 38 mm double glaze casement,0.38,3.65
X2 RESIDENTIAL ELITE,Primador 38 mm double glaze casement,0.27,3.51
X2 RESIDENTIAL SUPERIOR,Primador 38 mm double glaze casement,0.24,3.51
X2 Armourplate Low E & Clearvue,Primador 38 mm double glaze casement,0.64,4.04
X2 Armourplate Solar E & Clearvue,Primador 38 mm double glaze casement,0.43,4.04
X2 Intruderprufe Low E & Clearvue,Primador 38 mm double glaze casement,0.64,4.04
X2 Intruderprufe Solar E & Clearvue,Primador 38 mm double glaze casement,0.43,4.04
X2 Aquamarine  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.54,4.04
X2 Deep Aquamarine  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.42,4.04
X2 Coolblue  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.54,4.04
X2 Deep Coolblue  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.5,4.04
X2 Coolbronze  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.43,4.04
X2 Deep Coolbronze  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.32,4.04
X2 Coolgrey  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.42,4.04
X2 Deep Coolgrey  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.31,4.04
X2 Coral Rose Red  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.54,4.04
X2 Deep Red  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.32,4.04
X2 Evening Shadow Black  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.43,4.04
X2 Regal Blue  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.49,4.04
X2 Deep Regal Blue  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.43,4.04
X2 Ruby Red  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.53,4.04
X2 Sahara Sun Yellow  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.53,4.04
X2 Sapphire Blue  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.48,4.04
X2 Shadowlight 50  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.45,4.04
X2 Shadowlight 25  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.31,4.04
X2 Shadowlight 10  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.19,4.04
X2 True Blue  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.36,4.04
X2 Serene Green  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.42,4.04
X2 Deep Serene Green  ColourVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.33,4.04
X2 CoolVue Clear  & Intruderprufe low E,Primador 38 mm double glaze casement,0.34,4.04
X2 CoolVue Grey  & Intruderprufe low E,Primador 38 mm double glaze casement,0.21,4.04
X2 CoolVue Regal Blue  & Intruderprufe low E,Primador 38 mm double glaze casement,0.26,4.04
X2 CoolVue Serene Green & Intruderprufe low E,Primador 38 mm double glaze casement,0.27,4.04
X2 Aquamarine HL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.3,4.04
X2 Aquamarine XHL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.35,4.04
X2 Blue HL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.31,4.04
X2 Blue XHL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.36,4.04
X2 Bronze HL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.26,4.04
X2 Bronze XHL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.3,4.04
X2 Grey HL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.24,4.04
X2 Grey XHL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.28,4.04
X2 Neutral HL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.34,4.04
X2 Neutral XHL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.39,4.04
X2 Neutral SHL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.44,4.04
X2 Neutral MHL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.48,4.04
X2 Regal Blue HL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.29,4.04
X2 Regal Blue XHL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.34,4.04
X2 Serene Green HL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.26,4.04
X2 Serene Green XHL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.32,4.04
X2 Serene Green SHL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.34,4.04
X2 Serene Green MHL SolarVue & Intruderprufe Low E,Primador 38 mm double glaze casement,0.38,4.04
X2 Aquamarine S10 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.12,4.04
X2 Aquamarine S20 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.19,4.04
X2 Aquamarine S30 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.25,4.04
X2 Blue S10 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.12,4.04
X2 Blue S20 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.19,4.04
X2 Blue S30 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.25,4.04
X2 Bronze S10 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.12,4.04
X2 Bronze S20 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.17,4.04
X2 Bronze S30 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.22,4.04
X2 Grey S10 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.12,4.04
X2 Grey S20 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.16,4.04
X2 Grey S30 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.21,4.04
X2 Regal Blue S10 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.12,4.04
X2 Regal Blue S20 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.18,4.04
X2 Regal Blue S30 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.24,4.04
X2 Silver S10 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.12,4.04
X2 Silver S20 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.2,4.04
X2 Silver S30 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.27,4.04
X2 Serene Green S10 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.12,4.04
X2Serene Green S20 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.18,4.04
X2 Serene Green S30 Solarshield & Intruderprufe Low E,Primador 38 mm double glaze casement,0.23,4.04
X2 Ener-G Smart Neutral & Clear Float,Primador 38 mm double glaze casement,0.32,4.04
X2 Ener-G Smart Aquamarine & Clear Float,Primador 38 mm double glaze casement,0.28,4.04
X2 Ener-G Smart Blue & Clear Float,Primador 38 mm double glaze casement,0.29,4.04
X2 Ener-G Smart Bronze & Clear Float,Primador 38 mm double glaze casement,0.24,4.04
X2 Ener-G Smart Grey & Clear Float,Primador 38 mm double glaze casement,0.25,4.04
X2 Ener-G Smart Regal Blue & Clear Float,Primador 38 mm double glaze casement,0.27,4.04
X2 Ener-G Smart Serene Green & Clear Float,Primador 38 mm double glaze casement,0.22,4.04
4 mm ClearVue,Primador Standard Patio door,0.61,6.43
5 mm ClearVue,Primador Standard Patio door,0.61,6.43
6 mm ClearVue,Primador Standard Patio door,0.61,6.43
8 mm ClearVue,Primador Standard Patio door,0.61,6.43
10 mm ClearVue,Primador Standard Patio door,0.61,6.43
12 mm ClearVue,Primador Standard Patio door,0.61,6.43
15 mm ClearVue,Primador Standard Patio door,0.61,6.43
19 mm ClearVue ,Primador Standard Patio door,0.61,6.43
"6,38mm Intruderprufe Clear NS",Primador Standard Patio door,0.61,6.43
COLOURVUE Aquamarine  ,Primador Standard Patio door,0.61,6.43
COLOURVUE Deep Aquamarine  ,Primador Standard Patio door,0.59,6.43
COLOURVUE Coolblue  ,Primador Standard Patio door,0.61,6.43
COLOURVUE Deep Coolblue  ,Primador Standard Patio door,0.61,6.43
COLOURVUE Coolbronze  ,Primador Standard Patio door,0.61,6.43
COLOURVUE Deep Coolbronze  ,Primador Standard Patio door,0.5,6.43
COLOURVUE Coolgrey  ,Primador Standard Patio door,0.6,6.43
COLOURVUE Deep Coolgrey  ,Primador Standard Patio door,0.48,6.43
COLOURVUE Coral Rose Red  ,Primador Standard Patio door,0.61,6.43
COLOURVUE Dark Red  ,Primador Standard Patio door,0.49,6.43
COLOURVUE Evening Shadow Black  ,Primador Standard Patio door,0.61,6.43
COLOURVUE Regal Blue  ,Primador Standard Patio door,0.61,6.43
COLOURVUE Deep Regal Blue  ,Primador Standard Patio door,0.61,6.43
COLOURVUE Ruby Red  ,Primador Standard Patio door,0.61,6.43
COLOURVUE Sahara Sun Yellow  ,Primador Standard Patio door,0.61,6.43
COLOURVUE Sapphire Blue  ,Primador Standard Patio door,0.61,6.43
